Date,Weekday,Month,Week,Day,Hour,Outside Wet-Bulb Temp (F),Outside Dry-Bulb Temp (F),Total Space Cooling - Kwh,Heating - kWh,Lighting End-Use Energy - Kwh,Task Lighting End-Use Energy - Kwh,Fans End-Use Energy - Kwh,Miscellaneous Equipment End-Use Energy - Kwh,Data Center IT End-Use Energy - Kwh,Data Center HVAC End-Use Energy - Kwh,Pumps End-Use Energy - Kwh,,
9-Jul,Tuesday,7,28,9,23,53,67,9.872,0,3.27259,0,8.95,27.61,86.576,2.59728,7.88,,146.75787
9-Jul,Tuesday,7,28,9,24,54,68,8.904,0,0.876609,0,8.9,27.61,86.576,2.59728,7.88,,143.343889
10-Jul,Wednesday,7,28,10,1,53,65,7.82,0,3.27259,0,8.87,27.61,86.576,2.59728,7.88,,144.62587
10-Jul,Wednesday,7,28,10,2,52,63,6.907,0,0.876609,0,8.83,27.61,86.576,2.59728,7.88,,141.276889
10-Jul,Wednesday,7,28,10,3,51,62,6.076,0,3.27259,0,8.79,27.61,86.576,2.59728,7.88,,142.80187
10-Jul,Wednesday,7,28,10,4,50,61,5.511,0,0.876609,0,7.08,27.61,86.576,2.59728,7.69,,137.940889
10-Jul,Wednesday,7,28,10,5,48,60,5.145,0,3.27259,0,7.04,27.61,86.576,2.59728,7.47,,139.71087
10-Jul,Wednesday,7,28,10,6,48,60,6.359,0,5.752,0,7.03,30.2667,86.576,2.59728,7.47,,146.05098
10-Jul,Wednesday,7,28,10,7,49,63,6.636,0,27.9131,0.21161,7.06,34.6507,86.576,2.59728,7.88,,173.52469
10-Jul,Wednesday,7,28,10,8,52,69,12.813,0,25.7054,0.42851,28.22,58.3824,86.576,2.59728,8.23,,222.95259
10-Jul,Wednesday,7,28,10,9,55,77,20.387,0,24.6253,3.95182,29.08,122.54,86.576,2.59728,7.9,,297.6574
10-Jul,Wednesday,7,28,10,10,57,83,25.424,0,37.1656,2.66629,29.44,116.05,86.576,2.59728,11,,310.91917
10-Jul,Wednesday,7,28,10,11,57,85,47.324,0,30.0663,2.66629,29.93,115.928,86.576,2.59728,11.13,,326.21787
10-Jul,Wednesday,7,28,10,12,59,92,45.445,0,25.6688,3.80898,31.32,116.82,86.576,2.59728,11.39,,323.62606
10-Jul,Wednesday,7,28,10,13,57,93,52.225,0,25.7372,1.42837,32.01,122.54,86.576,2.59728,11.26,,334.37385
10-Jul,Wednesday,7,28,10,14,57,95,51.257,0,33.2069,3.80898,31.38,116.658,86.576,2.59728,11.75,,337.23416
10-Jul,Wednesday,7,28,10,15,57,94,55.266,0,33.8288,2.66629,31.65,115.928,86.576,2.59728,11.37,,339.88237
10-Jul,Wednesday,7,28,10,16,57,95,56.675,0,37.1271,2.66629,32.27,115.928,86.576,2.59728,11.78,,345.61967
10-Jul,Wednesday,7,28,10,17,57,95,45.214,0,31.2336,4.04704,32.73,120.714,86.576,2.59728,11.81,,334.92192
10-Jul,Wednesday,7,28,10,18,59,91,20.895,0,13.932,1.19031,31.6,51.8021,86.576,2.59728,11.32,,219.91269
10-Jul,Wednesday,7,28,10,19,58,89,19.339,0,4.48774,0.476123,7.81,40.7014,86.576,2.59728,7.95,,169.937543
10-Jul,Wednesday,7,28,10,20,55,84,16.169,0,0.772699,0,9.45,30.9969,86.576,2.59728,7.94,,154.501879
10-Jul,Wednesday,7,28,10,21,54,77,14.618,0,3.26216,0,9.38,30.6318,86.576,2.59728,7.9,,154.96524
10-Jul,Wednesday,7,28,10,22,53,75,13.28,0,0.876609,0,9.16,27.9752,86.576,2.59728,7.89,,148.355089
10-Jul,Wednesday,7,28,10,23,52,72,12.764,0,3.27259,0,9.07,27.61,86.576,2.59728,7.89,,149.77987
10-Jul,Wednesday,7,28,10,24,52,76,11.614,0,0.876609,0,9.02,27.61,86.576,2.59728,7.89,,146.183889
11-Jul,Thursday,7,28,11,1,51,70,10.35,0,3.27259,0,9.01,27.61,86.576,2.59728,7.88,,147.29587
11-Jul,Thursday,7,28,11,2,51,67,9.245,0,0.876609,0,8.96,27.61,86.576,2.59728,7.88,,143.744889
11-Jul,Thursday,7,28,11,3,50,65,7.747,0,3.27259,0,8.91,27.61,86.576,2.59728,7.88,,144.59287
11-Jul,Thursday,7,28,11,4,47,59,7.019,0,0.876609,0,7.19,27.61,86.576,2.59728,7.88,,139.748889
11-Jul,Thursday,7,28,11,5,48,61,6.901,0,3.27259,0,7.14,27.61,86.576,2.59728,7.88,,141.97687
11-Jul,Thursday,7,28,11,6,48,63,8.229,0,5.75243,0,7.16,30.2667,86.576,2.59728,7.88,,148.46141
11-Jul,Thursday,7,28,11,7,50,65,8.852,0,28.1438,0.21161,7.19,34.6507,86.576,2.59728,7.88,,176.10139
11-Jul,Thursday,7,28,11,8,52,70,15.654,0,26.9648,0.42851,28.47,58.3824,86.576,2.59728,8.23,,227.30299
11-Jul,Thursday,7,28,11,9,54,76,20.523,0,29.7633,3.95182,29.43,122.54,86.576,2.59728,7.94,,303.3214
11-Jul,Thursday,7,28,11,10,56,81,25.601,0,41.449,2.66629,29.53,116.05,86.576,2.59728,10.97,,315.43957
11-Jul,Thursday,7,28,11,11,55,85,32.582,0,33.4891,2.66629,30.1,115.928,86.576,2.59728,11.1,,315.03867
11-Jul,Thursday,7,28,11,12,57,88,30.555,0,30.5609,3.80898,30.85,116.82,86.576,2.59728,11.31,,313.07816
11-Jul,Thursday,7,28,11,13,56,90,50.668,0,29.1532,1.42837,31.46,122.54,86.576,2.59728,11.54,,335.96285
11-Jul,Thursday,7,28,11,14,57,93,52.006,0,36.8609,3.80898,31.35,116.658,86.576,2.59728,11.73,,341.58716
11-Jul,Thursday,7,28,11,15,57,94,53.499,0,38.1765,2.66629,31.89,115.928,86.576,2.59728,11.72,,343.05307
11-Jul,Thursday,7,28,11,16,57,93,57.441,0,48.6652,2.66629,32.06,115.928,86.576,2.59728,11.43,,357.36377
11-Jul,Thursday,7,28,11,17,59,94,47.896,0,37.4033,4.04704,32.77,120.714,86.576,2.59728,11.49,,343.49362
11-Jul,Thursday,7,28,11,18,57,92,22.174,0,14.6363,1.19031,31.92,51.8021,86.576,2.59728,11.36,,222.25599
11-Jul,Thursday,7,28,11,19,57,90,18.409,0,4.46427,0.476123,7.92,40.7014,86.576,2.59728,7.97,,169.114073
11-Jul,Thursday,7,28,11,20,54,81,16.03,0,0.815887,0,9.59,30.9969,86.576,2.59728,7.92,,154.526067
11-Jul,Thursday,7,28,11,21,53,75,15.097,0,3.269,0,9.49,30.6318,86.576,2.59728,7.9,,155.56108
11-Jul,Thursday,7,28,11,22,54,77,14.278,0,0.876609,0,9.28,27.9752,86.576,2.59728,7.9,,149.483089
11-Jul,Thursday,7,28,11,23,55,76,13.659,0,3.27259,0,9.19,27.61,86.576,2.59728,7.89,,150.79487
11-Jul,Thursday,7,28,11,24,55,77,12.658,0,0.876609,0,9.14,27.61,86.576,2.59728,7.89,,147.347889
12-Jul,Friday,7,28,12,1,54,73,12.212,0,3.27259,0,9.11,27.61,86.576,2.59728,7.89,,149.26787
12-Jul,Friday,7,28,12,2,54,76,11.353,0,0.876609,0,9.07,27.61,86.576,2.59728,7.89,,145.972889
12-Jul,Friday,7,28,12,3,54,72,10.44,0,3.27259,0,9.05,27.61,86.576,2.59728,7.88,,147.42587
12-Jul,Friday,7,28,12,4,54,71,9.758,0,0.876609,0,7.34,27.61,86.576,2.59728,7.88,,142.637889
12-Jul,Friday,7,28,12,5,54,70,8.83,0,3.27259,0,7.3,27.61,86.576,2.59728,7.88,,144.06587
12-Jul,Friday,7,28,12,6,53,67,9.293,0,0.871884,0,7.34,30.2667,86.576,2.59728,7.88,,144.824864
12-Jul,Friday,7,28,12,7,54,67,13.737,0,5.01388,0.21161,7.35,34.6507,86.576,2.59728,7.88,,158.01647
12-Jul,Friday,7,28,12,8,55,71,22.978,0,15.0388,0.42851,29.5,58.3824,86.576,2.59728,11.06,,226.56099
12-Jul,Friday,7,28,12,9,56,77,24.834,0,24.4068,3.95182,29.7,122.54,86.576,2.59728,11.21,,305.8159
12-Jul,Friday,7,28,12,10,57,81,30.645,0,33.3111,2.66629,29.89,116.05,86.576,2.59728,11.13,,312.86567
12-Jul,Friday,7,28,12,11,58,85,36.471,0,26.581,2.66629,30.44,115.928,86.576,2.59728,8.26,,309.51957
12-Jul,Friday,7,28,12,12,60,89,49.918,0,23.9437,3.80898,31.28,116.82,86.576,2.59728,11.4,,326.34396
12-Jul,Friday,7,28,12,13,61,92,53.108,0,18.8474,1.42837,32.32,122.54,86.576,2.59728,11.41,,328.82705
12-Jul,Friday,7,28,12,14,60,93,54.675,0,24.627,3.80898,31.61,116.658,86.576,2.59728,11.45,,332.00226
12-Jul,Friday,7,28,12,15,59,95,39.116,0,23.0139,2.66629,32.14,115.928,86.576,2.59728,11.43,,313.46747
12-Jul,Friday,7,28,12,16,60,90,37.142,0,22.468,2.66629,31.79,115.928,86.576,2.59728,11.38,,310.54757
12-Jul,Friday,7,28,12,17,58,86,28.754,0,19.9641,4.04704,30.98,120.714,86.576,2.59728,11.39,,305.02242
12-Jul,Friday,7,28,12,18,57,85,19.947,0,9.55644,1.19031,30.35,51.8021,86.576,2.59728,11.23,,213.24913
12-Jul,Friday,7,28,12,19,57,83,18.144,0,4.4862,0.476123,7.31,40.7014,86.576,2.59728,7.94,,168.231003
12-Jul,Friday,7,28,12,20,57,82,16.003,0,0.772699,0,9.03,30.9969,86.576,2.59728,7.92,,153.895879
12-Jul,Friday,7,28,12,21,56,78,14.904,0,3.26697,0,8.98,30.6318,86.576,2.59728,7.9,,154.85605
12-Jul,Friday,7,28,12,22,56,77,14.134,0,0.876609,0,8.82,27.9752,86.576,2.59728,7.89,,148.869089
12-Jul,Friday,7,28,12,23,55,77,13.444,0,3.27259,0,8.75,27.61,86.576,2.59728,7.89,,150.13987
12-Jul,Friday,7,28,12,24,55,77,12.351,0,0.876609,0,8.72,27.61,86.576,2.59728,7.89,,146.620889
13-Jul,Saturday,7,28,13,1,54,73,11.169,0,2.94377,0,7.11,30.2667,86.576,2.59728,7.89,,148.55275
13-Jul,Saturday,7,28,13,2,53,70,10.215,0,0.876609,0,7.09,30.2667,86.576,2.59728,7.88,,145.501589
13-Jul,Saturday,7,28,13,3,53,68,9.08,0,2.94377,0,7.05,30.2667,86.576,2.59728,7.88,,146.39375
13-Jul,Saturday,7,28,13,4,52,65,8.152,0,0.876609,0,7.02,30.2667,86.576,2.59728,7.88,,143.368589
13-Jul,Saturday,7,28,13,5,51,64,7.2,0,2.94377,0,6.98,30.2667,86.576,2.59728,7.88,,144.44375
13-Jul,Saturday,7,28,13,6,50,62,7.738,0,0.876609,0,6.95,30.2667,86.576,2.59728,7.88,,142.884589
13-Jul,Saturday,7,28,13,7,52,66,9.115,0,2.71455,0,6.94,30.6318,86.576,2.59728,7.88,,146.45463
13-Jul,Saturday,7,28,13,8,55,73,10.606,0,0.688853,0,7.02,30.6318,86.576,2.59728,7.89,,146.009933
13-Jul,Saturday,7,28,13,9,56,79,11.839,0,0.688853,0,7.24,31.362,86.576,2.59728,7.89,,148.193133
13-Jul,Saturday,7,28,13,10,58,84,13.243,0,0.688853,0,7.5,31.362,86.576,2.59728,7.89,,149.857133
13-Jul,Saturday,7,28,13,11,58,87,14.763,0,0.688853,0,7.74,31.7272,86.576,2.59728,7.89,,151.982333
13-Jul,Saturday,7,28,13,12,59,90,15.922,0,0.688853,0,7.93,31.7272,86.576,2.59728,7.91,,153.351333
13-Jul,Saturday,7,28,13,13,60,91,16.506,0,0.688853,0,8.05,32.0923,86.576,2.59728,7.92,,154.430433
13-Jul,Saturday,7,28,13,14,60,92,17.133,0,0.688853,0,8.08,31.7272,86.576,2.59728,7.92,,154.722333
13-Jul,Saturday,7,28,13,15,61,95,17.005,0,0.688853,0,8.04,31.362,86.576,2.59728,7.93,,154.199133
13-Jul,Saturday,7,28,13,16,59,93,17.36,0,0.688853,0,7.98,30.9969,86.576,2.59728,7.93,,154.129033
13-Jul,Saturday,7,28,13,17,60,94,17.817,0,0.688853,0,7.84,30.6318,86.576,2.59728,7.93,,154.080933
13-Jul,Saturday,7,28,13,18,59,92,17.271,0,0.688853,0,7.73,30.6318,86.576,2.59728,7.93,,153.424933
13-Jul,Saturday,7,28,13,19,59,85,16.239,0,2.6947,0,7.63,30.6318,86.576,2.59728,7.93,,154.29878
13-Jul,Saturday,7,28,13,20,59,82,13.91,0,0.818178,0,7.52,30.2667,86.576,2.59728,7.92,,149.608158
13-Jul,Saturday,7,28,13,21,58,78,12.349,0,2.94377,0,7.43,30.2667,86.576,2.59728,7.89,,150.05275
13-Jul,Saturday,7,28,13,22,56,73,11.808,0,0.876609,0,7.37,30.2667,86.576,2.59728,7.89,,147.384589
13-Jul,Saturday,7,28,13,23,61,75,10.889,0,2.94377,0,7.29,30.2667,86.576,2.59728,7.89,,148.45275
13-Jul,Saturday,7,28,13,24,59,71,10.021,0,0.876609,0,7.26,30.2667,86.576,2.59728,7.88,,145.477589
14-Jul,Sunday,7,28,14,1,58,69,9.013,0,2.94377,0,7.21,30.2667,86.576,2.59728,7.88,,146.48675
14-Jul,Sunday,7,28,14,2,57,66,8.246,0,0.876609,0,7.18,30.2667,86.576,2.59728,7.88,,143.622589
14-Jul,Sunday,7,28,14,3,57,65,7.357,0,2.94377,0,7.13,30.2667,86.576,2.59728,7.88,,144.75075
14-Jul,Sunday,7,28,14,4,56,63,6.791,0,0.876609,0,7.1,30.2667,86.576,2.59728,7.88,,142.087589
14-Jul,Sunday,7,28,14,5,56,63,6.375,0,2.94377,0,7.06,30.2667,86.576,2.59728,7.88,,143.69875
14-Jul,Sunday,7,28,14,6,58,64,7.925,0,5.75688,0,7.04,30.2667,86.576,2.59728,7.88,,148.04186
14-Jul,Sunday,7,28,14,7,58,65,9.236,0,27.3503,0,7.03,30.2667,86.576,2.59728,7.89,,170.94628
14-Jul,Sunday,7,28,14,8,60,70,9.475,0,12.2162,0,7.12,30.2667,86.576,2.59728,7.89,,156.14118
14-Jul,Sunday,7,28,14,9,61,72,10.42,0,4.41775,0,7.33,30.2667,86.576,2.59728,7.89,,149.49773
14-Jul,Sunday,7,28,14,10,62,78,12.053,0,8.01307,0,7.56,30.6318,86.576,2.59728,7.89,,155.32115
14-Jul,Sunday,7,28,14,11,64,83,13.85,0,5.42168,0,7.79,30.6318,86.576,2.59728,7.89,,154.75676
14-Jul,Sunday,7,28,14,12,64,87,15.4,0,3.43069,0,7.99,30.6318,86.576,2.59728,7.9,,154.52577
14-Jul,Sunday,7,28,14,13,65,90,16.536,0,9.43869,0,8.12,30.6318,86.576,2.59728,7.91,,161.80977
14-Jul,Sunday,7,28,14,14,65,92,17.484,0,12.0851,0,8.15,30.6318,86.576,2.59728,7.92,,165.44418
14-Jul,Sunday,7,28,14,15,64,94,18.888,0,17.7676,0,8.12,30.6318,86.576,2.59728,7.93,,172.51068
14-Jul,Sunday,7,28,14,16,62,95,18.639,0,35.1294,0,8.04,30.6318,86.576,2.59728,7.94,,189.55348
14-Jul,Sunday,7,28,14,17,62,96,18.015,0,20.1346,0,7.92,30.6318,86.576,2.59728,7.94,,173.81468
14-Jul,Sunday,7,28,14,18,60,94,17.06,0,8.55348,0,7.8,30.6318,86.576,2.59728,7.93,,161.14856
14-Jul,Sunday,7,28,14,19,61,93,16.4,0,2.6947,0,7.68,30.2667,86.576,2.59728,7.92,,154.13468
14-Jul,Sunday,7,28,14,20,64,86,14.533,0,0.789431,0,7.59,30.2667,86.576,2.59728,7.91,,150.262411
14-Jul,Sunday,7,28,14,21,63,83,13.573,0,2.93846,0,7.49,30.2667,86.576,2.59728,7.89,,151.33144
14-Jul,Sunday,7,28,14,22,63,80,13.162,0,0.876609,0,7.43,30.2667,86.576,2.59728,7.89,,148.798589
14-Jul,Sunday,7,28,14,23,58,81,12.228,0,2.94377,0,7.39,30.2667,86.576,2.59728,7.89,,149.89175
14-Jul,Sunday,7,28,14,24,58,77,10.567,0,0.876609,0,7.35,30.2667,86.576,2.59728,7.89,,146.123589
15-Jul,Monday,7,28,15,1,58,68,9.075,0,3.27259,0,8.87,27.61,86.576,2.59728,7.88,,145.88087
15-Jul,Monday,7,28,15,2,56,65,8.249,0,0.876609,0,8.77,27.61,86.576,2.59728,7.88,,142.558889
15-Jul,Monday,7,28,15,3,53,65,7.349,0,3.27259,0,8.71,27.61,86.576,2.59728,7.88,,143.99487
15-Jul,Monday,7,28,15,4,51,63,6.656,0,0.876609,0,7,27.61,86.576,2.59728,7.88,,139.195889
15-Jul,Monday,7,28,15,5,50,62,6.154,0,3.27259,0,6.96,27.61,86.576,2.59728,7.88,,141.04987
15-Jul,Monday,7,28,15,6,49,61,6.861,0,5.75686,0,7.01,30.2667,86.576,2.59728,7.88,,146.94784
15-Jul,Monday,7,28,15,7,49,62,6.319,0,27.8414,0.21161,7.02,34.6507,86.576,2.59728,7.88,,173.09599
15-Jul,Monday,7,28,15,8,51,67,12.159,0,24.6142,0.42851,29.17,58.3824,86.576,2.59728,8.23,,222.15739
15-Jul,Monday,7,28,15,9,52,71,15.291,0,27.0683,3.95182,30.49,122.54,86.576,2.59728,7.93,,296.4444
15-Jul,Monday,7,28,15,10,53,71,18.322,0,38.5925,2.66629,30,116.05,86.576,2.59728,7.9,,302.70407
15-Jul,Monday,7,28,15,11,54,71,28.086,0,37.3678,2.66629,29.62,115.928,86.576,2.59728,10.98,,313.82137
15-Jul,Monday,7,28,15,12,56,75,27.629,0,33.6339,3.80898,30.01,116.82,86.576,2.59728,8.26,,309.33516
15-Jul,Monday,7,28,15,13,57,78,31.361,0,28.5737,1.42837,30.62,122.54,86.576,2.59728,8.22,,311.91635
15-Jul,Monday,7,28,15,14,58,78,31.193,0,39.6927,3.80898,30.32,116.658,86.576,2.59728,11.31,,322.15596
15-Jul,Monday,7,28,15,15,58,78,30.456,0,34.3403,2.66629,30.38,115.928,86.576,2.59728,11.28,,314.22387
15-Jul,Monday,7,28,15,16,59,79,35.759,0,50.2642,2.66629,30.16,115.928,86.576,2.59728,11.29,,335.24077
15-Jul,Monday,7,28,15,17,58,78,30.388,0,35.1723,4.04704,30.52,120.714,86.576,2.59728,11.41,,321.42462
15-Jul,Monday,7,28,15,18,60,78,16.918,0,14.3626,1.19031,30.32,51.8021,86.576,2.59728,11.34,,215.10629
15-Jul,Monday,7,28,15,19,61,79,14.094,0,4.54819,0.476123,6.72,40.7014,86.576,2.59728,7.9,,163.612993
15-Jul,Monday,7,28,15,20,59,73,12.784,0,0.845745,0,8.43,30.9969,86.576,2.59728,7.89,,150.119925
15-Jul,Monday,7,28,15,21,57,76,11.28,0,3.2634,0,8.38,30.6318,86.576,2.59728,7.89,,150.61848
15-Jul,Monday,7,28,15,22,60,71,10.066,0,0.876609,0,8.27,27.9752,86.576,2.59728,7.88,,144.241089
15-Jul,Monday,7,28,15,23,60,69,9.015,0,3.27259,0,8.21,27.61,86.576,2.59728,7.88,,145.16087
15-Jul,Monday,7,28,15,24,60,68,8.123,0,0.876609,0,8.17,27.61,86.576,2.59728,7.88,,141.832889
16-Jul,Tuesday,7,29,16,1,60,67,7.325,0,3.27259,0,8.14,27.61,86.576,2.59728,7.88,,143.40087
16-Jul,Tuesday,7,29,16,2,59,66,6.733,0,0.876609,0,8.12,27.61,86.576,2.59728,7.88,,140.392889
16-Jul,Tuesday,7,29,16,3,59,66,5.995,0,3.27259,0,8.1,27.61,86.576,2.59728,7.88,,142.03087
16-Jul,Tuesday,7,29,16,4,58,65,5.548,0,0.876609,0,6.4,27.61,86.576,2.59728,7.88,,137.487889
16-Jul,Tuesday,7,29,16,5,58,65,5.181,0,3.27259,0,6.37,27.61,86.576,2.59728,7.88,,139.48687
16-Jul,Tuesday,7,29,16,6,56,64,6.545,0,5.75695,0,6.38,30.2667,86.576,2.59728,7.88,,146.00193
16-Jul,Tuesday,7,29,16,7,56,65,7.288,0,28.3751,0.21161,6.4,34.6507,86.576,2.59728,7.88,,173.97869
16-Jul,Tuesday,7,29,16,8,59,69,21.431,0,22.1855,0.42851,28.46,58.3824,86.576,2.59728,8.25,,228.31069
16-Jul,Tuesday,7,29,16,9,61,71,22.492,0,24.4203,3.95182,28.9,122.54,86.576,2.59728,11.71,,303.1874
16-Jul,Tuesday,7,29,16,10,61,75,26.047,0,38.5155,2.66629,29.04,116.05,86.576,2.59728,11.19,,312.68207
16-Jul,Tuesday,7,29,16,11,61,78,30.954,0,29.1098,2.66629,29.48,115.928,86.576,2.59728,11.24,,308.55137
16-Jul,Tuesday,7,29,16,12,61,81,33.79,0,34.3345,3.80898,30,116.82,86.576,2.59728,11.35,,319.27676
16-Jul,Tuesday,7,29,16,13,62,88,51.765,0,27.4047,1.42837,31.2,122.54,86.576,2.59728,8.37,,331.88135
16-Jul,Tuesday,7,29,16,14,63,93,50.529,0,34.6812,3.80898,31.31,116.658,86.576,2.59728,11.46,,337.62046
16-Jul,Tuesday,7,29,16,15,62,93,43.299,0,34.0623,2.66629,31.47,115.928,86.576,2.59728,11.41,,328.00887
16-Jul,Tuesday,7,29,16,16,64,87,38.79,0,34.7432,2.66629,30.76,115.928,86.576,2.59728,11.81,,323.87077
16-Jul,Tuesday,7,29,16,17,61,87,28.842,0,37.4443,4.04704,31.03,120.714,86.576,2.59728,11.46,,322.71062
16-Jul,Tuesday,7,29,16,18,62,82,16.244,0,16.475,1.19031,29.97,51.8021,86.576,2.59728,11.29,,216.14469
16-Jul,Tuesday,7,29,16,19,58,76,14.248,0,4.83194,0.476123,6.98,40.7014,86.576,2.59728,7.9,,164.310743
16-Jul,Tuesday,7,29,16,20,57,76,12.812,0,0.854761,0,8.66,30.9969,86.576,2.59728,7.89,,150.386941
16-Jul,Tuesday,7,29,16,21,58,73,11.454,0,3.27259,0,8.61,30.6318,86.576,2.59728,7.89,,151.03167
16-Jul,Tuesday,7,29,16,22,57,71,9.849,0,0.876609,0,8.47,27.9752,86.576,2.59728,7.89,,144.234089
16-Jul,Tuesday,7,29,16,23,55,65,8.559,0,3.27259,0,8.41,27.61,86.576,2.59728,7.88,,144.90487
16-Jul,Tuesday,7,29,16,24,55,64,7.532,0,0.876609,0,8.37,27.61,86.576,2.59728,7.88,,141.441889
17-Jul,Wednesday,7,29,17,1,54,61,6.648,0,3.27259,0,8.33,27.61,86.576,2.59728,7.88,,142.91387
17-Jul,Wednesday,7,29,17,2,57,63,5.9,0,0.876609,0,8.3,27.61,86.576,2.59728,7.69,,139.549889
17-Jul,Wednesday,7,29,17,3,56,60,5.296,0,3.27259,0,8.27,27.61,86.576,2.59728,7.69,,141.31187
17-Jul,Wednesday,7,29,17,4,56,59,5.004,0,0.876609,0,6.56,27.61,86.576,2.59728,7.47,,136.693889
17-Jul,Wednesday,7,29,17,5,58,61,4.755,0,3.27259,0,6.54,27.61,86.576,2.59728,7.47,,138.82087
17-Jul,Wednesday,7,29,17,6,58,61,5.444,0,5.75695,0,6.53,30.2667,86.576,2.59728,7.47,,144.64093
17-Jul,Wednesday,7,29,17,7,57,61,4.232,0,30.5496,0.21161,6.55,34.6507,86.576,2.59728,7.88,,173.24719
17-Jul,Wednesday,7,29,17,8,57,61,10.988,2.03,30.0795,0.42851,27.82,58.3824,86.576,2.59728,6.98,,225.88169
17-Jul,Wednesday,7,29,17,9,59,65,19.659,34.33,35.2161,3.95182,28.9,122.54,86.576,2.59728,11.66,,345.4302
17-Jul,Wednesday,7,29,17,10,60,71,20.628,33.84,38.8603,2.66629,29.14,116.05,86.576,2.59728,11.46,,341.81787
17-Jul,Wednesday,7,29,17,11,59,71,24.949,29.12,25.5484,2.66629,29.11,115.928,86.576,2.59728,11.4,,327.89497
17-Jul,Wednesday,7,29,17,12,60,75,25.453,26.86,25.7844,3.80898,29.8,116.82,86.576,2.59728,11.45,,329.14966
17-Jul,Wednesday,7,29,17,13,61,77,29.909,26.61,26.6254,1.42837,30.2,122.54,86.576,2.59728,11.46,,337.94605
17-Jul,Wednesday,7,29,17,14,62,79,27.369,28.66,34.1105,3.80898,30.35,116.658,86.576,2.59728,11.52,,341.64976
17-Jul,Wednesday,7,29,17,15,60,77,30.172,28.94,34.576,2.66629,29.83,115.928,86.576,2.59728,11.43,,342.71557
17-Jul,Wednesday,7,29,17,16,62,78,25.754,27.65,54.7485,2.66629,29.89,115.928,86.576,2.59728,11.54,,357.35007
17-Jul,Wednesday,7,29,17,17,57,73,14.329,6.62,48.623,4.04704,29.6,120.714,86.576,2.59728,11.42,,324.52632
17-Jul,Wednesday,7,29,17,18,58,69,9.715,0,14.6902,1.19031,28.31,51.8021,86.576,2.59728,11.16,,206.04089
17-Jul,Wednesday,7,29,17,19,57,71,6.811,0,4.5438,0.476123,5.82,40.7014,86.576,2.59728,7.88,,155.405603
17-Jul,Wednesday,7,29,17,20,56,67,5.16,0,0.819082,0,7.51,30.9969,86.576,2.59728,7.88,,141.539262
17-Jul,Wednesday,7,29,17,21,56,66,4.206,0,3.27259,0,7.47,30.6318,86.576,2.59728,7.88,,142.63367
17-Jul,Wednesday,7,29,17,22,55,66,3.459,0,0.876609,0,7.41,27.9752,86.576,2.59728,7.47,,136.364089
17-Jul,Wednesday,7,29,17,23,53,63,2.887,0,3.27259,0,7.39,27.61,86.576,2.59728,6.16,,136.49287
17-Jul,Wednesday,7,29,17,24,52,59,2.51,0,0.876609,0,7.37,27.61,86.576,2.59728,5.37,,132.909889
18-Jul,Thursday,7,29,18,1,52,58,2.178,0,3.27259,0,7.35,27.61,86.576,2.59728,5.37,,134.95387
18-Jul,Thursday,7,29,18,2,52,58,1.974,0,0.876609,0,7.33,27.61,86.576,2.59728,5.37,,132.333889
18-Jul,Thursday,7,29,18,3,52,58,1.778,0,3.27259,0,7.31,27.61,86.576,2.59728,5.37,,134.51387
18-Jul,Thursday,7,29,18,4,52,57,1.669,0,0.876609,0,5.62,27.61,86.576,2.59728,5.37,,130.318889
18-Jul,Thursday,7,29,18,5,52,56,1.562,0,3.27259,0,5.6,27.61,86.576,2.59728,5.37,,132.58787
18-Jul,Thursday,7,29,18,6,51,55,1.655,0,5.7569,0,5.59,30.2667,86.576,2.59728,5.37,,137.81188
18-Jul,Thursday,7,29,18,7,55,60,1.838,0,29.1021,0.21161,5.61,34.6507,86.576,2.59728,5.37,,165.95569
18-Jul,Thursday,7,29,18,8,55,62,3.922,0,24.9212,0.42851,27.67,58.3824,86.576,2.59728,5.73,,210.22739
18-Jul,Thursday,7,29,18,9,55,66,10.89,25.83,25.5815,3.95182,27.96,122.54,86.576,2.59728,7.39,,313.3166
18-Jul,Thursday,7,29,18,10,57,73,18.052,34.66,37.2613,2.66629,29.21,116.05,86.576,2.59728,11.2,,338.27287
18-Jul,Thursday,7,29,18,11,58,76,24.584,29.48,26.7985,2.66629,29.52,115.928,86.576,2.59728,11.34,,329.49007
18-Jul,Thursday,7,29,18,12,59,80,22.667,28.02,32.7532,3.80898,30.24,116.82,86.576,2.59728,11.42,,334.90246
18-Jul,Thursday,7,29,18,13,60,80,24.544,28.59,29.6025,1.42837,30.36,122.54,86.576,2.59728,11.4,,337.63815
18-Jul,Thursday,7,29,18,14,59,78,21.301,33.48,59.5309,3.80898,30.27,116.658,86.576,2.59728,11.44,,365.66216
18-Jul,Thursday,7,29,18,15,58,74,22.61,34.04,49.9968,2.66629,29.48,115.928,86.576,2.59728,11.37,,355.26437
18-Jul,Thursday,7,29,18,16,58,74,26.037,28.06,48.0107,2.66629,29.38,115.928,86.576,2.59728,11.37,,350.62527
18-Jul,Thursday,7,29,18,17,57,77,21.488,28.45,37.0023,4.04704,29.86,120.714,86.576,2.59728,11.41,,342.14462
18-Jul,Thursday,7,29,18,18,56,79,11.88,0,14.7346,1.19031,30.05,51.8021,86.576,2.59728,11.35,,210.18029
